物件番号,物件名,店舗名,物件種目,物件種別,ステータスと物件種別,レインズと物件種別,ステータス（公開、済み等）,都道府県,市区,町域,以降番地,小学校,中学校,路線,駅,バス停名１,バス乗車時間１,徒歩（分）,路線２,駅２,バス停名２,バス乗車時間２,徒歩（分）２,路線３,駅３,バス停名３,バス乗車時間３,徒歩（分）３,その他交通,その他交通徒歩（分）,現況,明渡,自社/他社,取引態様種別,備考,価格（万円）,最終取引価格（万円）,坪単価,建物構造,建物号室,土地面積（㎡）,土地坪,地目,建物面積（㎡）,建坪,間取,土地権利,借地料(円）,借地期間,完成,完成予定、完成済み,新築/中古,道路１,道路２,道路３,私道,私道面積（㎡）,専有面積（㎡）,バルコニー面積（㎡）,階数,所在階,管理費（円）,修繕費（円）,駐車場,駐車場（円/月）,管理形態,施工会社,管理会社,用途地域,その他規制,都市計画,建蔽率,容積率,設備,特記事項,業者名,業者電話番号,業者FAX,業者担当,物件登録日時,更新日時,広告掲載,ホームページ掲載,アットホーム掲載,HOMES掲載,SUUMO掲載,制限事項（SUUMO専用）,メモ（非公開情報）,参考資料,リゾート物件,収益物件,物件URL,ログイン時非掲載,取込緯度,取込経度
29260791,中央区京町,,土地,売地,売地,売地,公開,熊本県,熊本市中央区,京町,1丁目214番2の一部,壺川小学校,京陵中学校,,,,,,,,,,,,,,,,新堀町バス停,4,その他,相談,他社,一般,傾斜地の為下水道接続が出来ない可能性があります。実測資産になります。,"4,300",,,,,443.44,,宅地,,,,所有権,,,,,,北側:私道:幅員4m:間口12m,,,無,,,,,,,,,,,,,2種住居,がけ条例,市街化区域,60,200,都市ガス:電気,,株式会社明和不動産/住宅事業部,096-322-1508,096-322-1577,,,2019/3/14 15:00,,,,,,,,,,,,,32.8118939,130.7049914
29256794,西区島崎,,土地,売地,売地,売地,公開,熊本県,熊本市西区,島崎,3丁目19,,,,,,,,,,,,,,,,,,城西小バス停,3,更地,即,他社,一般,,"1,965",,,,,351.15,,宅地,,,,所有権,,,,,,,,,,,,,,,,,,,,,,2種中高,,市街化区域,60,200,上水道:下水道:電気,,株式会社ジェーンズ商会,096-352-1777,096-352-3581,,,2019/5/31 11:48,,,,,,,,,,,,,37.0390311,137.8626604
29236536,南区城南町阿高,,土地,売地,売地,売地,公開,熊本県,熊本市南区,城南町阿高,701-1,,下益城城南中学校,,,,,,,,,,,,,,,,黒橋バス停,2,更地,即,他社,専任,,270,,,,,435.05,,宅地,,,,所有権,,,,,,,,,無,,,,,,,,,,,,,無指定,,市街化調整区域,40,80,,,作州不動産株式会社/熊本支店,096-319-0583,096-326-5030,,,2019/6/3 12:21,,,,,,,,,,,,,32.7013154,130.7188775
29092698,東区神園,,戸建,戸建,戸建,戸建,公開,熊本県,熊本市東区,神園,2丁目9-37,託麻北小,東部中,,,,,,,,,,,,,,,,JR豊肥本線　光の森駅,32,居住中,相談,他社,媒介,バルコニー:5.46m2   主要採光面:南向き   施工会社:丸昭建設株式会社   日当たり良好、建築確認完了検査済証あり,"1,700",,,木造,,181.82,,宅地,109.31,,4SLDK,所有権,,,Aug-91,完成済み,中古,南側:公道:幅員5m:間口5m,,,,,,,2,,,,,,,,,1種中高,,市街化区域,60,150,上水道:下水道:システムキッチン:床下収納:追焚機能:BS端子,日当たり良好,株式会社光の森不動産,096-233-2878,096-202-4562,,,2019/4/12 8:51,,,,,,,,,,,http://www.athome.co.jp/kodate/6962218267/,,32.8346424,130.7812976
28956439,北区大窪,,土地,売地,売地,売地,公開,熊本県,熊本市北区,大窪,4丁目5-8,高平台小,京陵中,,,,,,,,,,,,,,,,熊本機能病院前バス停,9,更地,相談,他社,媒介,,500,,,木造,,194.57,,宅地,99.31,,,所有権,,,1982年8月,完成済み,,,,,,,,,2,,,,空有,,,,,2種住居,,,60,150,,,株式会社たたら不動産,096-375-7131,096-375-7132,,,2018/10/27 11:23,,,,,,,,,,,http://search.41-23.com/details.php?b[]=00128162,,32.8493798,130.7155903
28836146,東区東野,,土地,売地,売地,売地,公開,熊本県,熊本市東区,東野,3丁目3-5,東町小学校,東町中学校,,,,,,,,,,,,,,,,熊本市電健軍線　健軍町　,10,上物有,相談,他社,媒介,公費解体となります。   現在建物あり。補修すれば建物使用可です。,"3,600",,,,,378.17,,宅地,,,,所有権,,,/,,,北側:公道:幅員8m:間口23m,,,,,,,,,,,,,,,,2種中高,,市街化区域,60,200,,,エイブルネットワーク熊本地所株式会社,096-327-9775,096-346-4110,,,2019/1/11 14:58,,,,,,,,,,,http://www.athome.co.jp/tochi/6961611211/,,32.7743618,130.7665048
28828953,南区御幸木部,,土地,売地,売地,売地,商談中(申込中),熊本県,熊本市南区,御幸木部,3丁目3155番、3157番,御幸小学校,託麻中学校,,,,,,,,,,,,,,,,御幸木部町バス停,4,更地,未記入,他社,,,"1,060",,,,,576.8,,宅地,,,,所有権,,,,,,,,,,,,,,,,,,,,,,無指定,集落内開発地域,市街化調整区域,40,80,プロパンガス（個別）:井戸:電気,,有限会社ケイワイ企画,096-367-5019,096-367-5151,中田,,2019/6/17 15:01,,,,,,,,,,,,,32.7469779,130.7160759
28828217,南区八分字町,,土地,売地,売地,売地,公開,熊本県,熊本市南区,八分字町,字須崎264番1,飽田東小学校,飽田中学校,,,,,,,,,,,,,,,,十三バス停,1,更地,未記入,他社,,,"1,300",,,,,236.52,,宅地,,,,所有権,,,,,,,,,,,,,,,,,,,,,,2種中高,,市街化区域,60,200,プロパンガス（個別）:上水道:電気,,有限会社ケイワイ企画,096-367-5019,096-367-5151,中田,,2019/6/17 15:01,,,,,,,,,,,,,32.7641061,130.6637379
28760115,西区高橋町,,土地,売地,売地,売地,公開,熊本県,熊本市西区,高橋町,2丁目272,高橋小学校,三和中学校,,,,,,,,,,,,,,,,下高橋バス停,3,更地,相談,他社,専属専任,,300,,,,,102.02,,宅地,,,,所有権,,,,,,北東側:公道:幅員3.5m:間口8m,,,,,,,,,,,,,,,,2種中高,,市街化区域,60,200,,,新産不動産株式会社,096-312-5070,096-353-3339,,,2019/5/23 15:06,,,,,,,,,,,,,32.7873012,130.653627
28622828,西区谷尾崎町,,土地,売地,売地,売地,公開,熊本県,熊本市西区,谷尾崎町,1201-4,池上小学校,三和中学校,,,,,,,,,,,,,,,,谷尾崎町団地バス停,8,上物有,相談,他社,専任,,600,,,,,192.67,,宅地,,,,所有権,,,,,,西側:私道:幅員4m:間口11m,,,,,,,,,,,,,,,,1種低層,,市街化区域,40,80,プロパンガス（個別）:上水道:下水道:電気,角地,有限会社城山不動産管理,096-329-5733,096-329-1060,,,2019/6/6 17:46,,,,,,,,,,,,,32.8004834,130.6695919
28514016,北区龍田陳内,,土地,売地,売地,売地,公開,熊本県,熊本市北区,龍田陳内,1丁目60-2,龍田小,龍田中,,豊肥本線「竜田口駅」,,,5,,,,,,,,,,,,,更地,即,他社,媒介,,700,,,,,180.19,,宅地,,,,所有権,,,/,,,東側:公道:幅員2.5m,,,,,,,,,,,,,,,,1種住居,,市街化区域,60,200,上水道:下水道:電気,,株式会社明日香リアルティ,096-295-4688,096-295-9876,,,2019/1/24 14:19,,,,,,,,,,,http://search.41-23.com/details.php?b[]=00128004,,32.8230046,130.7488362
28353328,北区高平,,土地,売地,売地,売地,公開,熊本県,熊本市北区,高平,3丁目847,高平台小,京陵中,,,,,,,,,,,,,,,,清水台団地バス停,7,更地,,他社,媒介,,"1,980",,,,,938,,畑,,,,所有権,,,,,,南側:公道:幅員4m:間口15.82m,,,,,,,,,,,,,,,,1種低層,,市街化区域,40,80,上水道:下水道:電気,,株式会社明和不動産/住宅事業部,096-322-1508,096-322-1577,,,2019/5/10 14:21,,,,,,,,,,,,,32.8331312,130.7162459
28353304,西区花園,,土地,売地,売地,売地,公開,熊本県,熊本市西区,花園,7丁目28-5,花園小学校,井芹中学校,,,,,,,,,,,,,,,,池亀バス停,9,上物有,相談,他社,媒介,,800,,,,,224.62,,宅地,,,,所有権,,,,,,,,,,,,,,,,,,,,,,1種低層,外壁後退1m、高さ制限10m以下,市街化区域,40,80,上水道:下水道,,E-Life不動産株式会社,096-284-1899,096-284-1811,,,2018/11/25 10:42,,,,,,,,,,,,,32.8260506,130.6931674
27996362,西区河内町岳,,土地,売地,売地,売地,公開,熊本県,熊本市西区,河内町岳,1570-5,,,,,,,,,,,,,,,,,,峠の茶屋バス停,10,更地,即,他社,専任,,430,,,,,287.29,,宅地,,,,所有権,,,,,,東側:公道:幅員5m:間口19m,,,無,,,,,,,,,,,,,無指定,,都市計画区域外,70,400,上水道:浄化槽（個別）,,作州不動産株式会社/熊本支店,096-319-0583,096-326-5030,,,2019/6/3 12:21,,,,,,,,,,,,,32.8227229,130.6480907
27704752,西区島崎,,土地,売地,売地,売地,公開,熊本県,熊本市西区,島崎,7丁目594-4,,,,,,,,,,,,,,,,,,西荒尾バス停,2,更地,即,他社,売主,平成27年度下水道工事,980,,,,,497.03,,宅地,,,,所有権,,,,,,北側:私道:幅員4.2m:間口4.2m,,,,,,,,,,,,,,,,1種低層,,市街化区域,40,80,プロパンガス（個別）:上水道:電気:浄化槽（個別）,,まこと不動産株式会社,096-345-3151,096-345-3152,,,2019/3/25 15:44,,,,,,,,,,,,,32.8079605,130.689415
27703411,西区島崎　8号地,,土地,売地,売地,売地,公開,熊本県,熊本市西区,島崎,6丁目　8号地,城西小学校,西山中学校,,,,,,,,,,,,,,,,小山田バス停,2,更地,即,他社,売主,,550,,,,,279.49,,宅地,,,,所有権,,,,,,南側:私道:幅員6m,,,,,,,,,,,,,,,,1種中高,風致地区,市街化区域,60,150,プロパンガス（個別）:上水道:下水道,日当たり良好,株式会社川口不動産,096-363-5355,096-364-7717,,,2019/3/19 15:19,,,,,,,,,,,,,32.8137572,130.6878262
27538093,中央区帯山,,土地,売地,売地,売地,公開,熊本県,熊本市中央区,帯山,4丁目16-3,帯山小学校,帯山中学校,,,,,,,,,,,,,,,,保田窪本町バス停,4,上物有,相談,他社,専任,,690,,,,,146.38,,宅地,,,,所有権,,,,,,西側:,,,,,,,,,,,,,,,,2種中高,,市街化区域,60,150,,,株式会社すがコーポレーション/熊本東店,096-383-8001,096-383-8002,,,2019/6/11 12:14,,,,,,,,,,,,,32.8022481,130.7476196
27448957,西区谷尾崎町　分譲地1号地,,土地,売地,売地,売地,公開,熊本県,熊本市西区,谷尾崎町,1318-1,池上小学校,三和中学校,,,,,,,,,,,,,,,,谷尾崎バス停,3,更地,未記入,他社,媒介,"下水道受益者負担金45,360円が必要です",960,,,,,226.8,,宅地,,,,所有権,,,,,,東側::幅員3.2m,,,,,,,,,,,,,,,,1種低層,,市街化区域,40,80,,セットバック済,有限会社ユーナン開発,096-372-6776,096-372-5781,中田,,2019/1/11 17:04,,,,,,,,,,,,,32.8001334,130.6731888
27448953,西区池田,,土地,売地,売地,売地,公開,熊本県,熊本市西区,池田,2丁目49,池田小学校,井芹中学校,,,,,,,,,,,,,,,,富尾団地バス停,7,更地,未記入,他社,売主,2筆に分筆も可（129㎡×2区画　624万×2区画）,"1,248",,,,,259,,宅地,,,,所有権,,,,,,,,,,,,,,,,,,,,,,1種低層,,市街化区域,40,80,,,有限会社ユーナン開発,096-372-6776,096-372-5781,中田,,2019/1/11 17:05,,,,,,,,,,,,,32.828314,130.709844
27448925,宇城市松橋町,,土地,売地,売地,売地,公開,熊本県,宇城市,松橋町両仲間,,豊福小学校,,,,,,,,,,,,,,,,,豊福バス停,3,,未記入,他社,媒介,,500,,,,,220.63,,宅地,,,,,,,,,,南側::幅員4m,,,,,,,,,,,,,,,,無指定,,,70,200,,,有限会社ユーナン開発,096-372-6776,096-372-5781,,,2019/1/11 17:04,,,,,,,,,,,,,35.6706532,139.7718691
27422040,南区城南町舞原,,土地,売地,売地,売地,公開,熊本県,熊本市南区,城南町舞原,1397,隈庄小学校,下益城城南中学校,,,,,,,,,,,,,,,,城南病院前バス停,7,更地,即,他社,専任,,"1,200",,,,,518,,宅地,,,,所有権,,,,,,南側:,,,,,,,,,,,,,,,,,集落内開発区域,調整区域,40,80,,,不動産の住藏,096-282-8940,096-282-8941,,,2019/6/17 14:59,,,,,,,,,,,,,32.7108591,130.7456003
27165575,西区島崎,,戸建,戸建,戸建,戸建,公開,熊本県,熊本市西区,島崎,3丁目19-33,城西小学校,西山中学校,,,,,,,,,,,,,,,,城西小学校前バス停,3,空,即,他社,媒介,,980,,,木造,,178.49,,宅地,72.06,,,所有権,,,May-66,完成済み,中古,北側:公道:幅員4.85m:間口12.1m,,,,,,,1,,,,,,,,,2種中高,,市街化区域,60,200,プロパンガス（個別）:上水道:下水道:電気,,株式会社ジェーンズ商会,096-352-1777,096-352-3581,,,2019/5/31 11:48,,,,,,,,,,,,,32.8066911,130.6817712
26887479,東区保田窪,,土地,売地,売地,売地,公開,熊本県,熊本市東区,保田窪,4丁目1033-1,西原小,西原中,,,,,8,,,,,,,,,,,鉄工団地入口バス停,8,その他,相談,他社,媒介,,"1,250",,,,,177.24,,宅地,,,,所有権,,,/,,,北側:公道:幅員4m:間口11.5m,,,,,,,,,,,,,,,,1種中高,,,60,150,都市ガス:下水道:電気,,株式会社明和不動産/住宅事業部,096-322-1508,096-322-1577,,,2019/6/3 12:36,,,,,,,,,,,http://suumo.jp/tochi/__JJ_JJ010FJ100_arz1090z2bsz1030z2ncz187057095.html,,32.8081642,130.7503723
26785144,南区城南町東阿高,,土地,売地,売地,売地,公開,熊本県,熊本市南区,城南町東阿高,1786-38、39,豊田小学校,下益城城南中学校,,,,,,,,,,,,,,,,公会堂前バス停,8,更地,即,他社,専任,,178,,,,,278,,山林,,,,所有権,,,,,,北側:私道:幅員4m,,,,,,,,,,,,,,,,,集落内開発地域,調整区域,40,80,井戸:電気:浄化槽（集中）,,株式会社ＳＳＩランド,096-285-8419,096-285-8491,,,2019/5/23 15:03,,,,,,,,,,,,,32.6865085,130.7233998
26785142,西区西松尾町,,土地,売地,売地,売地,公開,熊本県,熊本市西区,西松尾町,3619番4,,,,,,,,,,,,,,,,,,百貫バス停,5,更地,相談,他社,媒介,,299,,,,,99.17,,宅地,,,,所有権,,,,,,北側:公道:幅員4m:間口7.5m,,,,,,,,,,,,,,,,2種中高,土砂災害警戒区域,市街化区域,60,200,,,株式会社みた商事,096-368-3396,096-369-4774 ,,,2019/3/21 15:37,,,,,,,,,,,,,32.782501,130.6236844
26785011,西区二本木,,土地,売地,売地,売地,公開,熊本県,熊本市西区,二本木,3丁目,古町小学校,花陵中学校,,,,,,,,,,,,,,,,二本木町バス停,4,更地,即,他社,媒介,,"1,950",,,,,304.35,,宅地,,,,所有権,,,,,,西側:公道:幅員6m:間口7.33m,,,無,,,,,,,,,,,,,2種住居,埋蔵文化財保護法,市街化区域,60,200,上水道:下水道,,株式会社コスギ不動産/売買事業部,096-375-5588,096-372-5400,,,2019/6/11 13:04,,,,,,,,,,,,,32.7835238,130.6909627
26730315,西区島崎,,土地,売地,売地,売地,公開,熊本県,熊本市西区,島崎,3丁目16-73,城西小学校,西山中学校,,,,,,,,,,,,,,,,城西校前バス停,4,上物有,即,他社,専任,解体渡し,"1,480",,,,,416.86,,宅地,,,,所有権,,,,,,東側:公道:幅員4m:間口7m,,,,,,,,,,,,,,,,2種中高,千原地区地区計画,市街化区域,60,200,上水道:下水道:電気,,株式会社ＳＳＩランド,096-285-8419,096-285-8491,,,2019/5/23 15:03,,,,,,,,,,,,,32.8054718,130.680238
26677532,北区龍田陳内,,土地,売地,売地,売地,公開,熊本県,熊本市北区,龍田陳内,3丁目17-7,龍田小,龍田中,,,,,,,,,,,,,,,,建山入口バス停,5,更地,相談,他社,媒介,前面道路は公衆用道路だが、建築可！(市役所確認済み),"1,500",,,,,269,,畑,,,,所有権,,,/,,,,,,,,,,,,,,,,,,,1種中高,,市街化区域,60,150,,,有限会社手塚プランニング,096-345-6446,096-345-6763,,,2019/5/31 15:02,,,,,,,,,,,http://search.41-23.com/details.php?b[]=00127463,,32.8314677,130.7496473
26672932,北区大窪,,土地,売地,売地,売地,公開,熊本県,熊本市北区,大窪,3丁目401-1・401-2,高平台小,京陵中,,,,,,,,,,,,,,,,化血研バス停,8,更地,,他社,媒介,,500,,,,,293,,畑,,,,所有権,,,,,,東側:公道:幅員4m:間口20m,,,,,,,,,,,,,,,,1種中高,農地転用,市街化区域,60,150,都市ガス:上水道:下水道:電気,,株式会社明和不動産/住宅事業部,096-322-1508,096-322-1577,,,2019/6/3 12:35,,,,,,,,,,,,,32.8493798,130.7155903
26582804,南区城南町隈庄,,土地,売地,売地,売地,公開,熊本県,熊本市南区,城南町隈庄,861-1,隈庄小学校,下益城城南中学校,,,,,,,,,,,,,,,,舞原入口バス停,6,その他,即,他社,媒介,開発許可・農地法許可必要,"1,100",,,,,430,,雑種地,,,,所有権,,,,,,西側:公道:幅員3.5m， 北側:公道:幅員2.4m， 東側:私道,,,無,,,,,,,,,,,,,無指定,集落内開発区域,市街化調整区域,,,プロパンガス（個別）:上水道:下水道,セットバック要,有限会社熊コーポレーション,096-384-6123,096-384-6131,,,2019/4/23 17:24,,,,,,,,,,,,,32.7054096,130.7351735
26554599,東区保田窪,,土地,売地,売地,売地,公開,熊本県,熊本市東区,保田窪,4丁目2-13,西原小,西原中,,,,,,,,,,,,,,,,保田窪バス停,7,更地,即,他社,媒介,,780,,,,,100.14,,宅地,,,,所有権,,,/,,,,,,,,,,,,,,,,,,,1種中高,,市街化区域,60,150,,,株式会社すがコーポレーション/熊本東店,096-383-8001,096-383-8002,,,2019/6/11 12:14,,,,,,,,,,,http://search.41-23.com/details.php?b[]=00127423,,32.8102085,130.7541944
26554452,宇土市住吉町,,土地,売地,売地,売地,公開,熊本県,宇土市,住吉町,　,,,,,,,,,,,,,,,,,,住吉駅,5,更地,即,他社,媒介,,450,,,,,183.08,,宅地,,,,所有権,,,,,,南側:公道:幅員4m:間口11.5m,,,,,,,,,,,,,,,,,,区域外,,,プロパンガス（集中）:上水道:電気:浄化槽（個別）,,株式会社ジャストライフ,096-355-0320,096-274-0320,,,2019/3/19 14:43,,,,,,,,,,,,,32.7054076,130.594194
26524747,玉名郡長洲町,,土地,売地,売地,売地,公開,熊本県,玉名郡長洲町,長洲,740-10,長洲小,長洲中,,,,,,,,,,,,,,,,長洲中学校前バス停,6,更地,,,,,520,,,,,254.58,,,,,,所有権,,,,,,,,,,,,,,,,,,,,,,,,,60,200,上水道:下水道,,アールハウジング株式会社,0968-66-3299,0968-66-3503,,,2019/3/19 13:32,,,,,,,,,,,,,32.9425601,130.4412724
26372452,北区植木町滴水,,土地,売地,売地,売地,公開,熊本県,熊本市北区,植木町滴水,983-4,桜井小,,,,,,,,,,,,,,,,,植木JR鹿児島本線,32,更地,即,,媒介,分譲可,"1,100",,,,,586,,雑種地,,,,所有権,,,,,,,,,,,,,,,,,,,,,,,集落内開発地域,市街化調整区域,40,80,,,株式会社さくら企画,096-273-2306,096-273-5585,,,2019/3/15 11:44,,,,,,,,,,,,,32.8909558,130.6901889
26339629,北区植木町一木,,戸建,戸建,戸建,戸建,公開,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,350",,,,,,,,,,5LDK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016/11/4 12:56,,,,,,,,,,,,,35.6706532,139.7718691
26236833,西区河内町,,土地,売地,売地,売地,公開,熊本県,熊本市西区,河内町岳,1670-7外3筆,芳野小学校,芳野中学校,,,,,,,,,,,,,,,,峠の茶屋バス停,10,更地,即,他社,媒介,熊本県自然公園に指定分割可,"1,000",,,,,"1,093",,宅地,,,,所有権,,,,,,東側::幅員6m:間口19m， 西側::幅員5m:間口50m,,,無,,,,,,,,,,,,,無指定,,都市計画区域外,30,80,プロパンガス（個別）:上水道:電気:浄化槽（個別）,,株式会社タケダコーポレーション,096-227-6282,096-227-6283,,,2019/5/31 11:42,,,,,,,,,,,,,32.8317747,130.6449937
26084802,西区島崎　7号地,,土地,売地,売地,売地,公開,熊本県,熊本市西区,島崎,6丁目　7号地,城西小学校,西山中学校,,,,,,,,,,,,,,,,小山田バス停,2,更地,即,他社,売主,,550,,,,,253.17,,宅地,,,,所有権,,,,,,南側:私道:幅員6m,,,,,,,,,,,,,,,,1種中高,風致地区,市街化区域,60,150,プロパンガス（個別）:上水道:下水道,日当たり良好,株式会社川口不動産,096-363-5355,096-364-7717,,,2019/3/19 15:19,,,,,,,,,,,,,32.8137572,130.6878262
25734936,西区松尾,,土地,売地,売地,売地,公開,熊本県,熊本市西区,松尾,1丁目,高橋小学校、松尾東小学校,三和中学校,,,,,,,,,,,,,,,,下高橋バス停,1,更地,相談,他社,媒介,,400,,,,,198.96,,宅地,,,,所有権,,,,,,南西側:公道:幅員5.1m,,,無,,,,,,,,,,,,,1種中高,がけ条例,市街化区域,60,150,プロパンガス（個別）:上水道:下水道,,三井住友トラスト不動産株式会社熊本センター,096-320-8818,096-320-8828,,,2019/6/7 14:54,,,,,,,,,,,,,32.7887649,130.6494688
25541393,北区津浦町,,土地,売地,売地,売地,公開,熊本県,熊本市北区,津浦町,　394-17・394-47,高平台小,京陵中,,,,,,,,,,,,,,,,津ノ浦公民館前バス停,10,更地,未記入,他社,媒介,,"1,300",,,,,288,,宅地,,,,所有権,,,,,,,,,,,,,,,,,,,,,,準住居,,市街化区域,60,200,,,有限会社ユーナン開発,096-372-6776,096-372-5781,中田,,2019/1/11 17:05,,,,,,,,,,,,,32.824268,130.710702
25541261,西区河内町船津,,土地,売地,売地,売地,公開,熊本県,熊本市西区,河内町船津,,河内小学校,河内中学校,,,,,,,,,,,,,,,,温泉入口,5,上物有,即,他社,専任,,850,,,,,472.72,,宅地,,,,所有権,,,,,,東側:公道:幅員3.5m， 南側:公道:幅員3m,,,無,,,,,,,,,,,,,,,区域外,,,,,エイ・ケイ不動産,096-278-3111,096-278-3070,,,2019/5/23 18:06,,,,,,,,,,,,,32.8305851,130.5879648
25516581,宇土市岩古曽町,,土地,売地,売地,売地,公開,熊本県,宇土市,岩古曽町,,花園小,鶴城中,,,,,,,,,,,,,,,,下花園バス停,17,上物有,相談,他社,媒介,,330,,,,,308.04,,宅地,,,,所有権,,,,,,西側:公道:幅員5m:間口4m,,,,,,,,,,,,,,,,無指定,,都市計画区域外,,,上水道:下水道,,株式会社ホームステージ,096-385-8080,096-385-8081,,,2019/3/19 15:01,,,,,,,,,,,,,32.6872602,130.6855641
25430513,合志市須屋,,土地,売地,売地,売地,公開,熊本県,合志市,須屋,173-14,,,,,,,,,,,,,,,,,,,,更地,相談,,,,"1,480",,,,,482,,山林,,,,所有権,,,,,,東側:公道,,,,,,,,,,,,,,,,1種中高,,市街化区域,60,150,上水道:下水道,,株式会社コスギ不動産/売買事業部,096-375-5588,096-372-5400,,,2019/6/11 13:04,,,,,,,,,,,,,32.8536574,130.7387002
25400971,西区池田,,土地,売地,売地,売地,公開,熊本県,熊本市西区,池田,1丁目17-37,池田小学校,,,,,,,,,,,,,,,,,岩立小路バス停,5,更地,即,他社,一般,,"1,500",,,,,337.62,,宅地,,,,所有権,,,,,,西側:公道:幅員2.9m:間口3.1m,,,,,,,,,,,,,,,,2種中高,,市街化区域,60,200,上水道:下水道:側溝,,株式会社イースト不動産,096-288-9311,096-284-6699,,,2018/9/20 15:24,,,,,,,,,,,,,32.8234179,130.7043025
25257934,北区龍田,,土地,売地,売地,売地,公開,熊本県,熊本市北区,龍田,6丁目5-89,龍田小学校,龍田中学校,,,,,,,,,,,,,,,,JR豊肥本線武蔵塚,28,上物有,相談,他社,媒介,,750,,,,,166.96,,宅地,,,,所有権,,,/,,,,,,,,,,,,,,,,,,,1種中高,,市街化区域,60,150,,,有限会社ハイエスト,096-337-0123,096-337-0173,中田,,2019/3/5 11:25,,,,,,,,,,,http://www.athome.co.jp/tochi/6961387458/,,32.83269235,130.7582466
25123361,北区高平,,土地,売地,売地,売地,公開,熊本県,熊本市北区,高平,1丁目70,高平小,京陵中,,,,,,,,,,,,,,,,徳王バス停,2,更地,即,,一般,,"1,250",,,,,148.76,,宅地,,,,所有権,,,,,,西側:公道:幅員12m:間口10m， 南側::幅員2m:間口12.7m,,,,,,,,,,,,,,,,準住居,文化財保護法(池田山伏塚遺跡群),市街化区域,60,200,上水道:下水道:電気,,株式会社明和不動産/住宅事業部,096-322-1508,096-322-1577,,,2019/6/3 12:35,,,,,,,,,,,,,32.8331312,130.7162459
25017976,東区山ノ神,,土地,売地,売地,売地,公開,熊本県,熊本市東区,山ノ神,1丁目4,山ノ内小学校,東野中学校,,,,,,,,,,,,,,,,山ノ神バス停,7,更地,相談,他社,専任,,"1,150",,,,,187.06,,宅地,,,,所有権,,,,,,南側:,,,,,,,,,,,,,,,,2種中高,,市街化区域,60,150,,日当たり良好,株式会社すがコーポレーション/熊本東店,096-383-8001,096-383-8002,,,2019/6/11 12:14,,,,,,,,,,,,,32.7960435,130.7722517
25017311,南区城南町鰐瀬,,土地,売地,売地,売地,公開,熊本県,熊本市南区,城南町鰐瀬,南原,豊田小学校,下益城城南中学校,,,,,,,,,,,,,,,,宮原バス停,5,更地,相談,他社,専任,宅地：567.93㎡畑：763㎡,650,,,,,"1,330.93",,宅地,,,,所有権,,,,,,東側:公道:幅員4m:間口35m,,,,,,,,,,,,,,,,,集落内開発指定地域,市街化調整区域,40,80,,,有限会社北川不動産/八王寺支店,096-379-3282,096-378-6914,,,2019/6/4 12:56,,,,,,,,,,,,,32.683931,130.755759
24834459,北区麻生田,,土地,売地,売地,売地,公開,熊本県,熊本市北区,麻生田,3丁目5-3,麻生田小学校,清水中学校,,,,,,,,,,,,,,,,杉下バス停,4,更地,相談,他社,媒介,,850,,,,,244,,宅地,,,,所有権,,,,,,,,,,,,,,,,,,,,,,1種中高,,市街化区域,60,150,上水道:下水道,角地:日当たり良好,株式会社コスギ不動産/売買事業部,096-375-5588,096-372-5400,,,2019/6/11 13:04,,,,,,,,,,,,,32.8514576,130.7466415
24745414,南区城南町さんさん,,土地,売地,売地,売地,公開,熊本県,熊本市南区,城南町さんさん,2丁目,隈庄小学校,下益城城南中学校,,,,,,,,,,,,,,,,舞原入口バス停,3,更地,未記入,他社,売主,,"1,750",,,,,409.25,,宅地,,,,所有権,,,,,,西側::幅員4m， 南側::幅員6m,,,,,,,,,,,,,,,,2種中高,,市街化区域,60,200,,二面道路,有限会社高野工務店,0964-28-4184,0964-28-8012,,,2019/3/19 15:56,,,,,,,,,,,,,32.710823,130.7354844
24635498,中央区横手,,土地,売地,売地,売地,公開,熊本県,熊本市中央区,横手,3丁目22-46,一新小,西山中,,,,,,,,,,,,,,,,熊本市電B、新町電停,13,上物有,相談,,,,"3,763",,,,,983.07,,宅地,,,,所有権,,,,,,北側:公道:幅員4m,,,,,,,,,,,,,,,,1種中高,,市街化区域,60,200,上水道:電気,,ハウスギャラリー有限会社,096-373-6673,096-373-6679,,,2019/5/31 11:57,,,,,,,,,,,,,35.6618089,139.7040648
24444032,東区若葉,,土地,売地,売地,売地,公開,熊本県,熊本市東区,若葉,3丁目8-8,若葉小,東野中,,,,,,,,,,,,,,,,熊本市電　健軍町駅,10,更地,,他社,媒介,,"1,350",,,,,132.23,,,,,,所有権,,,,,,,,,,,,,,,,,,,,,,1種中高,,市街化区域,60,150,上水道:下水道,,株式会社新都システム,096-368-1661,096-368-1651,,,2019/6/7 16:50,,,,,,,,,,,,,32.7775726,130.7607329
24417874,東区水源,,土地,売地,売地,売地,公開,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,370",,,,,261.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016/8/29 15:21,,,,,,,,,,,,,35.5123989,139.5380139
